(s,b,c) : belief state id
77,[0.936655 0.063345],14 : 4780
69,[0.690978 0.309022],9 : 4781
58,[0.736497 0.263503],10 : 4782
59,[0.736497 0.263503],10 : 4783
68,[0.736497 0.263503],10 : 4784
69,[0.619834 0.380166],10 : 4785
78,[0.736497 0.263503],10 : 4786
79,[0.736497 0.263503],10 : 4787
78,[0.917899 0.0821012],14 : 4788
69,[0.371647 0.628353],13 : 4789
69,[0.301322 0.698678],14 : 4790
78,[0.747303 0.252697],18 : 4791
66,[0.371647 0.628353],8 : 4792
55,[0.425066 0.574934],9 : 4793
64,[0.381229 0.618771],10 : 4794
65,[0.787082 0.212918],10 : 4795
66,[0.736497 0.263503],10 : 4796
56,[0.425066 0.574934],9 : 4797
45,[0.463856 0.536144],10 : 4798
67,[0.582901 0.417099],10 : 4799
57,[0.425066 0.574934],9 : 4800
48,[0.56742 0.43258],10 : 4801
66,[0.235505 0.764495],10 : 4802
65,[0.425066 0.574934],9 : 4803
54,[0.480293 0.519707],10 : 4804
55,[0.480293 0.519707],10 : 4805
56,[0.480293 0.519707],10 : 4806
64,[0.480293 0.519707],10 : 4807
66,[0.480293 0.519707],10 : 4808
74,[0.480293 0.519707],10 : 4809
75,[0.480293 0.519707],10 : 4810
76,[0.480293 0.519707],10 : 4811
76,[0.696226 0.303774],14 : 4812
67,[0.425066 0.574934],9 : 4813
57,[0.480293 0.519707],10 : 4814
58,[0.480293 0.519707],10 : 4815
68,[0.480293 0.519707],10 : 4816
77,[0.480293 0.519707],10 : 4817
78,[0.480293 0.519707],10 : 4818
76,[0.787082 0.212918],14 : 4819
75,[0.425066 0.574934],9 : 4820
65,[0.480293 0.519707],10 : 4821
84,[0.480293 0.519707],10 : 4822
85,[0.480293 0.519707],10 : 4823
86,[0.480293 0.519707],10 : 4824
86,[0.696226 0.303774],14 : 4825
76,[0.425066 0.574934],9 : 4826
67,[0.480293 0.519707],10 : 4827
87,[0.480293 0.519707],10 : 4828
77,[0.425066 0.574934],9 : 4829
75,[0.371647 0.628353],13 : 4830
84,[0.425066 0.574934],14 : 4831
85,[0.425066 0.574934],14 : 4832
86,[0.425066 0.574934],14 : 4833
86,[0.647084 0.352916],18 : 4834
76,[0.371647 0.628353],13 : 4835
87,[0.425066 0.574934],14 : 4836
77,[0.371647 0.628353],13 : 4837
67,[0 1],8 : 4838
68,[0.371647 0.628353],8 : 4839
58,[0.425066 0.574934],9 : 4840
67,[0.381229 0.618771],10 : 4841
68,[0.787082 0.212918],10 : 4842
69,[0.736497 0.263503],10 : 4843
59,[0.425066 0.574934],9 : 4844
48,[0.365797 0.634203],10 : 4845
58,[0.552014 0.447986],10 : 4846
59,[0.402123 0.597877],10 : 4847
68,[0.552014 0.447986],10 : 4848
69,[0.552014 0.447986],10 : 4849
68,[0.787082 0.212918],14 : 4850
69,[0.425066 0.574934],9 : 4851
59,[0.480293 0.519707],10 : 4852
69,[0.350267 0.649733],10 : 4853
79,[0.480293 0.519707],10 : 4854
78,[0.787082 0.212918],14 : 4855
78,[0.425066 0.574934],9 : 4856
79,[0.425066 0.574934],9 : 4857
77,[0.747303 0.252697],13 : 4858
76,[0.371647 0.628353],8 : 4859
66,[0.425066 0.574934],9 : 4860
76,[0 1],9 : 4861
85,[0.425066 0.574934],9 : 4862
85,[0 1],10 : 4863
94,[0.480293 0.519707],10 : 4864
95,[0.480293 0.519707],10 : 4865
96,[0.480293 0.519707],10 : 4866
86,[0 1],14 : 4867
94,[1 0],14 : 4868
96,[0 1],14 : 4869
86,[0.425066 0.574934],9 : 4870
86,[0 1],10 : 4871
97,[0.480293 0.519707],10 : 4872
95,[1 0],14 : 4873
97,[0 1],14 : 4874
87,[0.425066 0.574934],9 : 4875
65,[1 0],13 : 4876
75,[1 0],13 : 4877
85,[1 0],13 : 4878
87,[0 1],13 : 4879
77,[0.371647 0.628353],8 : 4880
78,[0.371647 0.628353],8 : 4881
56,[1 0],12 : 4882
66,[1 0],12 : 4883
76,[0.702898 0.297102],12 : 4884
65,[0.747303 0.252697],13 : 4885
54,[0.787082 0.212918],14 : 4886
55,[0.787082 0.212918],14 : 4887
56,[0.787082 0.212918],14 : 4888
64,[0.787082 0.212918],14 : 4889
66,[0.787082 0.212918],14 : 4890
74,[0.787082 0.212918],14 : 4891
75,[0.787082 0.212918],14 : 4892
76,[0.901649 0.0983509],18 : 4893
66,[0.747303 0.252697],13 : 4894
57,[0.787082 0.212918],14 : 4895
65,[0.787082 0.212918],14 : 4896
67,[0.787082 0.212918],14 : 4897
77,[0.787082 0.212918],14 : 4898
75,[0.747303 0.252697],18 : 4899
67,[0.747303 0.252697],13 : 4900
58,[0.787082 0.212918],14 : 4901
76,[0.936655 0.063345],18 : 4902
75,[0.747303 0.252697],13 : 4903
84,[0.787082 0.212918],14 : 4904
85,[0.787082 0.212918],14 : 4905
86,[0.787082 0.212918],14 : 4906
86,[0.901649 0.0983509],18 : 4907
76,[0 1],13 : 4908
85,[0.747303 0.252697],13 : 4909
85,[0 1],14 : 4910
94,[0.787082 0.212918],14 : 4911
95,[0.787082 0.212918],14 : 4912
96,[0.787082 0.212918],14 : 4913
86,[0 1],18 : 4914
94,[1 0],18 : 4915
96,[0 1],18 : 4916
86,[0.747303 0.252697],13 : 4917
87,[0.787082 0.212918],14 : 4918
97,[0.787082 0.212918],14 : 4919
95,[1 0],18 : 4920
97,[0 1],18 : 4921
87,[0.747303 0.252697],13 : 4922
65,[1 0],17 : 4923
67,[0 1],17 : 4924
75,[1 0],17 : 4925
85,[1 0],17 : 4926
87,[0 1],17 : 4927
77,[0 1],12 : 4928
78,[0 1],12 : 4929
68,[0.739517 0.260483],7 : 4930
57,[0.780161 0.219839],8 : 4931
48,[0.862943 0.137057],9 : 4932
58,[0.898703 0.101297],9 : 4933
67,[0.898703 0.101297],9 : 4934
68,[0.898703 0.101297],9 : 4935
66,[0.780161 0.219839],13 : 4936
55,[0.81604 0.18396],14 : 4937
56,[0.81604 0.18396],14 : 4938
57,[0.81604 0.18396],14 : 4939
65,[0.81604 0.18396],14 : 4940
67,[0.81604 0.18396],14 : 4941
75,[0.81604 0.18396],14 : 4942
76,[0.81604 0.18396],14 : 4943
77,[0.81604 0.18396],14 : 4944
75,[0.780161 0.219839],18 : 4945
76,[0.780161 0.219839],18 : 4946
77,[0.780161 0.219839],18 : 4947
67,[0.780161 0.219839],13 : 4948
58,[0.81604 0.18396],14 : 4949
66,[0.81604 0.18396],14 : 4950
68,[0.81604 0.18396],14 : 4951
78,[0.81604 0.18396],14 : 4952
76,[0.946649 0.0533507],18 : 4953
68,[0.780161 0.219839],13 : 4954
59,[0.81604 0.18396],14 : 4955
69,[0.81604 0.18396],14 : 4956
79,[0.81604 0.18396],14 : 4957
77,[0.946649 0.0533507],18 : 4958
58,[0.780161 0.219839],8 : 4959
67,[0.747303 0.252697],9 : 4960
56,[0.787082 0.212918],10 : 4961
66,[0.787082 0.212918],10 : 4962
76,[0.787082 0.212918],10 : 4963
76,[0.936655 0.063345],14 : 4964
68,[0.946649 0.0533507],9 : 4965
69,[0.930633 0.0693668],9 : 4966
69,[0.780161 0.219839],13 : 4967
69,[0.721266 0.278734],14 : 4968
78,[0.946649 0.0533507],18 : 4969
59,[0.780161 0.219839],8 : 4970
48,[0.734646 0.265354],9 : 4971
57,[0.697623 0.302377],10 : 4972
58,[0.932627 0.067373],10 : 4973
59,[0.912789 0.0872108],10 : 4974
57,[0.734646 0.265354],14 : 4975
58,[0.734646 0.265354],14 : 4976
59,[0.734646 0.265354],14 : 4977
58,[0.855379 0.144621],9 : 4978
59,[0.763504 0.236496],9 : 4979
48,[0.715797 0.284203],10 : 4980
58,[0.843277 0.156723],10 : 4981
59,[0.745996 0.254004],10 : 4982
68,[0.843277 0.156723],10 : 4983
69,[0.843277 0.156723],10 : 4984
68,[0.941664 0.0583362],14 : 4985
68,[0.855379 0.144621],9 : 4986
69,[0.855379 0.144621],9 : 4987
68,[0.946649 0.0533507],13 : 4988
67,[0.780161 0.219839],8 : 4989
56,[0.81604 0.18396],9 : 4990
57,[0.81604 0.18396],9 : 4991
58,[0.81604 0.18396],9 : 4992
66,[0.81604 0.18396],9 : 4993
68,[0.81604 0.18396],9 : 4994
76,[0.81604 0.18396],9 : 4995
77,[0.81604 0.18396],9 : 4996
78,[0.81604 0.18396],9 : 4997
76,[0.946649 0.0533507],13 : 4998
68,[0 1],8 : 4999
69,[0.780161 0.219839],8 : 5000
59,[0.81604 0.18396],9 : 5001
69,[0.721266 0.278734],9 : 5002
58,[0.763848 0.236152],10 : 5003
59,[0.763848 0.236152],10 : 5004
68,[0.763848 0.236152],10 : 5005
69,[0.653599 0.346401],10 : 5006
78,[0.763848 0.236152],10 : 5007
79,[0.763848 0.236152],10 : 5008
78,[0.928255 0.071745],14 : 5009
79,[0.81604 0.18396],9 : 5010
78,[0.946649 0.0533507],13 : 5011
77,[0.780161 0.219839],8 : 5012
78,[0.780161 0.219839],8 : 5013
79,[0.780161 0.219839],8 : 5014
57,[1 0],12 : 5015
67,[1 0],12 : 5016
77,[0.934189 0.0658106],12 : 5017
79,[0 1],12 : 5018
69,[0.682194 0.317806],7 : 5019
58,[0.728499 0.271501],8 : 5020
67,[0.690978 0.309022],9 : 5021
56,[0.736497 0.263503],10 : 5022
57,[0.736497 0.263503],10 : 5023
76,[0.736497 0.263503],10 : 5024
77,[0.736497 0.263503],10 : 5025
76,[0.917899 0.0821012],14 : 5026
68,[0.930633 0.0693668],9 : 5027
69,[0.910265 0.0897353],9 : 5028
67,[0.728499 0.271501],13 : 5029
56,[0.770328 0.229672],14 : 5030
57,[0.770328 0.229672],14 : 5031
58,[0.770328 0.229672],14 : 5032
66,[0.770328 0.229672],14 : 5033
68,[0.770328 0.229672],14 : 5034
76,[0.770328 0.229672],14 : 5035
77,[0.770328 0.229672],14 : 5036
78,[0.770328 0.229672],14 : 5037
76,[0.930633 0.0693668],18 : 5038
68,[0.728499 0.271501],13 : 5039
59,[0.770328 0.229672],14 : 5040
67,[0.770328 0.229672],14 : 5041
69,[0.770328 0.229672],14 : 5042
79,[0.770328 0.229672],14 : 5043
77,[0.930633 0.0693668],18 : 5044
69,[0.728499 0.271501],13 : 5045
69,[0.661764 0.338236],14 : 5046
78,[0.930633 0.0693668],18 : 5047
59,[0.728499 0.271501],8 : 5048
48,[0.67672 0.32328],9 : 5049
57,[0.635623 0.364377],10 : 5050
58,[0.912789 0.0872108],10 : 5051
59,[0.887813 0.112187],10 : 5052
57,[0.67672 0.32328],14 : 5053
58,[0.67672 0.32328],14 : 5054
59,[0.67672 0.32328],14 : 5055
58,[0.817253 0.182747],9 : 5056
59,[0.709386 0.290614],9 : 5057
48,[0.655685 0.344315],10 : 5058
58,[0.802696 0.197304],10 : 5059
59,[0.689501 0.310499],10 : 5060
68,[0.802696 0.197304],10 : 5061
69,[0.802696 0.197304],10 : 5062
68,[0.924271 0.0757293],14 : 5063
68,[0.817253 0.182747],9 : 5064
69,[0.817253 0.182747],9 : 5065
68,[0.930633 0.0693668],13 : 5066
68,[0.728499 0.271501],8 : 5067
57,[0.770328 0.229672],9 : 5068
48,[0.856129 0.143871],10 : 5069
58,[0.893448 0.106552],10 : 5070
67,[0.893448 0.106552],10 : 5071
68,[0.893448 0.106552],10 : 5072
58,[0.770328 0.229672],9 : 5073
67,[0.736497 0.263503],10 : 5074
68,[0.943726 0.0562742],10 : 5075
69,[0.9269 0.0731002],10 : 5076
59,[0.770328 0.229672],9 : 5077
48,[0.723499 0.276501],10 : 5078
58,[0.848256 0.151744],10 : 5079
59,[0.753162 0.246838],10 : 5080
68,[0.848256 0.151744],10 : 5081
68,[0.943726 0.0562742],14 : 5082
67,[0.770328 0.229672],9 : 5083
56,[0.807416 0.192584],10 : 5084
57,[0.807416 0.192584],10 : 5085
58,[0.807416 0.192584],10 : 5086
66,[0.807416 0.192584],10 : 5087
68,[0.807416 0.192584],10 : 5088
76,[0.807416 0.192584],10 : 5089
77,[0.807416 0.192584],10 : 5090
78,[0.807416 0.192584],10 : 5091
76,[0.943726 0.0562742],14 : 5092
69,[0.770328 0.229672],9 : 5093
59,[0.807416 0.192584],10 : 5094
69,[0.709779 0.290221],10 : 5095
79,[0.807416 0.192584],10 : 5096
78,[0.943726 0.0562742],14 : 5097
77,[0.770328 0.229672],9 : 5098
78,[0.770328 0.229672],9 : 5099
79,[0.770328 0.229672],9 : 5100
77,[0.930633 0.0693668],13 : 5101
69,[0.610169 0.389831],8 : 5102
58,[0.661764 0.338236],9 : 5103
67,[0.619834 0.380166],10 : 5104
68,[0.907258 0.0927422],10 : 5105
69,[0.880904 0.119096],10 : 5106
67,[0.661764 0.338236],14 : 5107
68,[0.661764 0.338236],14 : 5108
59,[0.661764 0.338236],9 : 5109
48,[0.604174 0.395826],10 : 5110
58,[0.765306 0.234694],10 : 5111
59,[0.640273 0.359727],10 : 5112
68,[0.765306 0.234694],10 : 5113
69,[0.765306 0.234694],10 : 5114
68,[0.907258 0.0927422],14 : 5115
68,[0.661764 0.338236],9 : 5116
57,[0.709779 0.290221],10 : 5117
58,[0.709779 0.290221],10 : 5118
59,[0.709779 0.290221],10 : 5119
67,[0.709779 0.290221],10 : 5120
77,[0.709779 0.290221],10 : 5121
78,[0.709779 0.290221],10 : 5122
79,[0.709779 0.290221],10 : 5123
77,[0.907258 0.0927422],14 : 5124
69,[0.532994 0.467006],9 : 5125
58,[0.587905 0.412095],10 : 5126
59,[0.587905 0.412095],10 : 5127
68,[0.587905 0.412095],10 : 5128
69,[0.454208 0.545792],10 : 5129
78,[0.587905 0.412095],10 : 5130
79,[0.587905 0.412095],10 : 5131
78,[0.850891 0.149109],14 : 5132
78,[0.661764 0.338236],9 : 5133
79,[0.661764 0.338236],9 : 5134
78,[0.886699 0.113301],13 : 5135
78,[0.728499 0.271501],8 : 5136
79,[0.728499 0.271501],8 : 5137
68,[1 0],12 : 5138
78,[0.91477 0.0852305],12 : 5139
67,[0.362165 0.637835],11 : 5140
56,[0.415121 0.584879],12 : 5141
45,[0.453721 0.546279],13 : 5142
34,[0 1],14 : 5143
35,[0 1],14 : 5144
36,[0 1],14 : 5145
55,[0.805932 0.194068],14 : 5146
56,[0.758451 0.241549],14 : 5147
54,[0.453721 0.546279],18 : 5148
55,[0.453721 0.546279],18 : 5149
56,[0.453721 0.546279],18 : 5150
55,[0.63956 0.36044],13 : 5151
65,[0.898703 0.101297],14 : 5152
66,[0.870266 0.129734],14 : 5153
64,[0.63956 0.36044],18 : 5154
65,[0.63956 0.36044],18 : 5155
66,[0.63956 0.36044],18 : 5156
65,[0.63956 0.36044],13 : 5157
54,[0.689247 0.310753],14 : 5158
55,[0.689247 0.310753],14 : 5159
56,[0.689247 0.310753],14 : 5160
64,[0.689247 0.310753],14 : 5161
66,[0.689247 0.310753],14 : 5162
74,[0.689247 0.310753],14 : 5163
75,[0.689247 0.310753],14 : 5164
76,[0.689247 0.310753],14 : 5165
76,[0.846168 0.153832],18 : 5166
66,[0.63956 0.36044],13 : 5167
57,[0.689247 0.310753],14 : 5168
65,[0.689247 0.310753],14 : 5169
67,[0.689247 0.310753],14 : 5170
77,[0.689247 0.310753],14 : 5171
75,[0.63956 0.36044],18 : 5172
76,[0.63956 0.36044],18 : 5173
77,[0.63956 0.36044],18 : 5174
67,[0.572944 0.427056],13 : 5175
56,[0.626449 0.373551],14 : 5176
57,[0.626449 0.373551],14 : 5177
58,[0.626449 0.373551],14 : 5178
66,[0.626449 0.373551],14 : 5179
68,[0.626449 0.373551],14 : 5180
76,[0.626449 0.373551],14 : 5181
77,[0.626449 0.373551],14 : 5182
78,[0.626449 0.373551],14 : 5183
76,[0.870266 0.129734],18 : 5184
65,[0.415121 0.584879],17 : 5185
66,[0.415121 0.584879],17 : 5186
67,[0.415121 0.584879],17 : 5187
57,[0.415121 0.584879],12 : 5188
48,[0.557374 0.442626],13 : 5189
58,[0.862943 0.137057],14 : 5190
59,[0.826406 0.173594],14 : 5191
57,[0.557374 0.442626],18 : 5192
58,[0.557374 0.442626],18 : 5193
59,[0.557374 0.442626],18 : 5194
58,[0.63956 0.36044],13 : 5195
68,[0.898703 0.101297],14 : 5196
69,[0.870266 0.129734],14 : 5197
67,[0.63956 0.36044],18 : 5198
68,[0.63956 0.36044],18 : 5199
69,[0.63956 0.36044],18 : 5200
66,[0.228235 0.771765],13 : 5201
55,[0.269894 0.730106],14 : 5202
56,[0.269894 0.730106],14 : 5203
57,[0.269894 0.730106],14 : 5204
65,[0.269894 0.730106],14 : 5205
67,[0.269894 0.730106],14 : 5206
75,[0.269894 0.730106],14 : 5207
76,[0.269894 0.730106],14 : 5208
77,[0.269894 0.730106],14 : 5209
75,[0.228235 0.771765],18 : 5210
76,[0.228235 0.771765],18 : 5211
77,[0.228235 0.771765],18 : 5212
67,[0.63956 0.36044],13 : 5213
58,[0.689247 0.310753],14 : 5214
68,[0.689247 0.310753],14 : 5215
78,[0.689247 0.310753],14 : 5216
76,[0.898703 0.101297],18 : 5217
68,[0.63956 0.36044],13 : 5218
59,[0.689247 0.310753],14 : 5219
69,[0.689247 0.310753],14 : 5220
79,[0.689247 0.310753],14 : 5221
77,[0.898703 0.101297],18 : 5222
68,[0.415121 0.584879],17 : 5223
58,[0.415121 0.584879],12 : 5224
69,[0.415121 0.584879],17 : 5225
66,[0.415121 0.584879],12 : 5226
55,[0.470113 0.529887],13 : 5227
64,[0.470113 0.529887],18 : 5228
65,[0.470113 0.529887],18 : 5229
66,[0.470113 0.529887],18 : 5230
56,[0.470113 0.529887],13 : 5231
45,[0.509373 0.490627],14 : 5232
67,[0.626449 0.373551],14 : 5233
67,[0.470113 0.529887],18 : 5234
57,[0.470113 0.529887],13 : 5235
48,[0.611508 0.388492],14 : 5236
66,[0.269894 0.730106],14 : 5237
68,[0.470113 0.529887],18 : 5238
65,[0.470113 0.529887],13 : 5239
54,[0.52584 0.47416],14 : 5240
55,[0.52584 0.47416],14 : 5241
56,[0.52584 0.47416],14 : 5242
64,[0.52584 0.47416],14 : 5243
66,[0.52584 0.47416],14 : 5244
74,[0.52584 0.47416],14 : 5245
75,[0.52584 0.47416],14 : 5246
76,[0.52584 0.47416],14 : 5247
76,[0.733355 0.266645],18 : 5248
67,[0.470113 0.529887],13 : 5249
57,[0.52584 0.47416],14 : 5250
58,[0.52584 0.47416],14 : 5251
68,[0.52584 0.47416],14 : 5252
77,[0.52584 0.47416],14 : 5253
78,[0.52584 0.47416],14 : 5254
76,[0.81604 0.18396],18 : 5255
75,[0.470113 0.529887],13 : 5256
65,[0.52584 0.47416],14 : 5257
84,[0.52584 0.47416],14 : 5258
85,[0.52584 0.47416],14 : 5259
86,[0.52584 0.47416],14 : 5260
86,[0.733355 0.266645],18 : 5261
76,[0.470113 0.529887],13 : 5262
67,[0.52584 0.47416],14 : 5263
87,[0.52584 0.47416],14 : 5264
77,[0.470113 0.529887],13 : 5265
75,[0.415121 0.584879],17 : 5266
76,[0.415121 0.584879],17 : 5267
77,[0.415121 0.584879],17 : 5268
67,[0 1],12 : 5269
68,[0.415121 0.584879],12 : 5270
58,[0.470113 0.529887],13 : 5271
69,[0.470113 0.529887],18 : 5272
59,[0.470113 0.529887],13 : 5273
48,[0.409031 0.590969],14 : 5274
58,[0.596556 0.403444],14 : 5275
59,[0.446627 0.553373],14 : 5276
68,[0.81604 0.18396],18 : 5277
69,[0.470113 0.529887],13 : 5278
59,[0.52584 0.47416],14 : 5279
69,[0.392803 0.607197],14 : 5280
79,[0.52584 0.47416],14 : 5281
78,[0.81604 0.18396],18 : 5282
78,[0.470113 0.529887],13 : 5283
79,[0.470113 0.529887],13 : 5284
77,[0.780161 0.219839],17 : 5285
76,[0.415121 0.584879],12 : 5286
66,[0.470113 0.529887],13 : 5287
75,[0.470113 0.529887],18 : 5288
76,[0.470113 0.529887],18 : 5289
77,[0.470113 0.529887],18 : 5290
85,[0.470113 0.529887],13 : 5291
94,[0.52584 0.47416],14 : 5292
95,[0.52584 0.47416],14 : 5293
96,[0.52584 0.47416],14 : 5294
86,[0.470113 0.529887],13 : 5295
97,[0.52584 0.47416],14 : 5296
87,[0.470113 0.529887],13 : 5297
77,[0.415121 0.584879],12 : 5298
78,[0.415121 0.584879],12 : 5299
56,[1 0],16 : 5300
66,[1 0],16 : 5301
76,[0.739517 0.260483],16 : 5302
77,[0 1],16 : 5303
78,[0 1],16 : 5304
68,[0.362165 0.637835],11 : 5305
59,[0.415121 0.584879],12 : 5306
48,[0.356379 0.643621],13 : 5307
57,[0.315736 0.684264],14 : 5308
57,[0.356379 0.643621],18 : 5309
58,[0.356379 0.643621],18 : 5310
59,[0.356379 0.643621],18 : 5311
58,[0.541899 0.458101],13 : 5312
67,[0.496417 0.503583],14 : 5313
68,[0.855379 0.144621],14 : 5314
69,[0.817253 0.182747],14 : 5315
67,[0.541899 0.458101],18 : 5316
68,[0.541899 0.458101],18 : 5317
69,[0.541899 0.458101],18 : 5318
59,[0.392349 0.607651],13 : 5319
48,[0.334984 0.665016],14 : 5320
58,[0.518336 0.481664],14 : 5321
59,[0.370035 0.629965],14 : 5322
68,[0.518336 0.481664],14 : 5323
69,[0.518336 0.481664],14 : 5324
68,[0.763504 0.236496],18 : 5325
68,[0.541899 0.458101],13 : 5326
57,[0.596556 0.403444],14 : 5327
59,[0.596556 0.403444],14 : 5328
78,[0.596556 0.403444],14 : 5329
79,[0.596556 0.403444],14 : 5330
77,[0.855379 0.144621],18 : 5331
69,[0.541899 0.458101],13 : 5332
69,[0.463102 0.536898],14 : 5333
78,[0.855379 0.144621],18 : 5334
68,[0.780161 0.219839],17 : 5335
67,[0.415121 0.584879],12 : 5336
68,[0.470113 0.529887],13 : 5337
69,[0.52584 0.47416],14 : 5338
77,[0.81604 0.18396],18 : 5339
76,[0.780161 0.219839],17 : 5340
68,[0 1],12 : 5341
69,[0.415121 0.584879],12 : 5342
69,[0.341034 0.658966],13 : 5343
58,[0.392803 0.607197],14 : 5344
59,[0.392803 0.607197],14 : 5345
68,[0.392803 0.607197],14 : 5346
69,[0.273976 0.726024],14 : 5347
78,[0.392803 0.607197],14 : 5348
79,[0.392803 0.607197],14 : 5349
78,[0.721266 0.278734],18 : 5350
78,[0.780161 0.219839],17 : 5351
79,[0.415121 0.584879],12 : 5352
57,[1 0],16 : 5353
67,[1 0],16 : 5354
77,[0.739517 0.260483],16 : 5355
79,[0 1],16 : 5356
69,[0.362165 0.637835],11 : 5357
69,[0.292798 0.707202],12 : 5358
58,[0.341034 0.658966],13 : 5359
67,[0.301322 0.698678],14 : 5360
68,[0.721266 0.278734],14 : 5361
67,[0.341034 0.658966],18 : 5362
68,[0.341034 0.658966],18 : 5363
69,[0.341034 0.658966],18 : 5364
59,[0.341034 0.658966],13 : 5365
48,[0.287621 0.712379],14 : 5366
58,[0.463102 0.536898],14 : 5367
59,[0.320102 0.679898],14 : 5368
68,[0.463102 0.536898],14 : 5369
68,[0.721266 0.278734],18 : 5370
68,[0.341034 0.658966],13 : 5371
57,[0.392803 0.607197],14 : 5372
67,[0.392803 0.607197],14 : 5373
77,[0.392803 0.607197],14 : 5374
77,[0.721266 0.278734],18 : 5375
69,[0.231887 0.768113],13 : 5376
58,[0.273976 0.726024],14 : 5377
59,[0.273976 0.726024],14 : 5378
68,[0.273976 0.726024],14 : 5379
69,[0.180415 0.819585],14 : 5380
78,[0.273976 0.726024],14 : 5381
79,[0.273976 0.726024],14 : 5382
78,[0.601508 0.398492],18 : 5383
78,[0.341034 0.658966],13 : 5384
79,[0.341034 0.658966],13 : 5385
78,[0.67428 0.32572],17 : 5386
68,[1 0],16 : 5387
78,[0.739517 0.260483],16 : 5388
59,[0.773079 0.226921],6 : 5389
48,[0.726612 0.273388],7 : 5390
57,[0.688943 0.311057],8 : 5391
48,[0.797142 0.202858],9 : 5392
57,[0.766062 0.233938],10 : 5393
58,[0.951569 0.0484314],10 : 5394
59,[0.936931 0.0630691],10 : 5395
57,[0.797142 0.202858],14 : 5396
58,[0.797142 0.202858],14 : 5397
59,[0.797142 0.202858],14 : 5398
58,[0.847027 0.152973],9 : 5399
66,[0.479939 0.520061],9 : 5400
55,[0.535653 0.464347],10 : 5401
56,[0.535653 0.464347],10 : 5402
57,[0.535653 0.464347],10 : 5403
65,[0.535653 0.464347],10 : 5404
67,[0.535653 0.464347],10 : 5405
75,[0.535653 0.464347],10 : 5406
76,[0.535653 0.464347],10 : 5407
77,[0.535653 0.464347],10 : 5408
75,[0.479939 0.520061],14 : 5409
76,[0.479939 0.520061],14 : 5410
77,[0.479939 0.520061],14 : 5411
67,[0.847027 0.152973],9 : 5412
68,[0.847027 0.152973],9 : 5413
66,[0.688943 0.311057],13 : 5414
55,[0.734646 0.265354],14 : 5415
56,[0.734646 0.265354],14 : 5416
65,[0.734646 0.265354],14 : 5417
67,[0.734646 0.265354],14 : 5418
75,[0.734646 0.265354],14 : 5419
76,[0.734646 0.265354],14 : 5420
77,[0.734646 0.265354],14 : 5421
75,[0.688943 0.311057],18 : 5422
76,[0.688943 0.311057],18 : 5423
77,[0.688943 0.311057],18 : 5424
67,[0.688943 0.311057],13 : 5425
66,[0.734646 0.265354],14 : 5426
68,[0.734646 0.265354],14 : 5427
78,[0.734646 0.265354],14 : 5428
76,[0.917179 0.0828212],18 : 5429
68,[0.688943 0.311057],13 : 5430
69,[0.734646 0.265354],14 : 5431
79,[0.734646 0.265354],14 : 5432
77,[0.917179 0.0828212],18 : 5433
58,[0.930016 0.0699837],8 : 5434
59,[0.909484 0.0905157],8 : 5435
57,[0.726612 0.273388],12 : 5436
48,[0.825036 0.174964],13 : 5437
58,[0.869187 0.130813],13 : 5438
66,[0.525486 0.474514],13 : 5439
55,[0.580585 0.419415],14 : 5440
56,[0.580585 0.419415],14 : 5441
57,[0.580585 0.419415],14 : 5442
65,[0.580585 0.419415],14 : 5443
67,[0.580585 0.419415],14 : 5444
75,[0.580585 0.419415],14 : 5445
76,[0.580585 0.419415],14 : 5446
77,[0.580585 0.419415],14 : 5447
75,[0.525486 0.474514],18 : 5448
76,[0.525486 0.474514],18 : 5449
77,[0.525486 0.474514],18 : 5450
67,[0.869187 0.130813],13 : 5451
68,[0.869187 0.130813],13 : 5452
66,[0.726612 0.273388],17 : 5453
67,[0.726612 0.273388],17 : 5454
68,[0.726612 0.273388],17 : 5455
58,[0.726612 0.273388],12 : 5456
68,[0.930016 0.0699837],13 : 5457
69,[0.909484 0.0905157],13 : 5458
69,[0.726612 0.273388],17 : 5459
59,[0.726612 0.273388],12 : 5460
48,[0.674635 0.325365],13 : 5461
57,[0.633416 0.366584],14 : 5462
58,[0.912029 0.0879714],14 : 5463
59,[0.886861 0.113139],14 : 5464
57,[0.674635 0.325365],18 : 5465
58,[0.674635 0.325365],18 : 5466
59,[0.674635 0.325365],18 : 5467
58,[0.815827 0.184173],13 : 5468
59,[0.70742 0.29258],13 : 5469
48,[0.653533 0.346467],14 : 5470
58,[0.801184 0.198816],14 : 5471
59,[0.68746 0.31254],14 : 5472
68,[0.801184 0.198816],14 : 5473
69,[0.801184 0.198816],14 : 5474
68,[0.923602 0.0763981],18 : 5475
68,[0.815827 0.184173],13 : 5476
69,[0.815827 0.184173],13 : 5477
68,[0.930016 0.0699837],17 : 5478
